# category	subcategory	protein:ID	color	position
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	CCT2:GS115_004491-T1	rgb(124,71,132)	
Metabolism	Energy Production and Conversion	SAL1:GS115_004492-T1	rgb(250,167,53)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	STE2:GS115_004493-T1	rgb(188,137,156)	
Information Storage and Processing	Replication, Recombination and Repair	PMS1:GS115_004494-T1	rgb(57,104,129)	
Poorly Characterized	Function Unknown	AOA69832.1:GS115_004495-T1	rgb(16,52,61)	
Information Storage and Processing	RNA Processing and Modification	SNU66:GS115_004496-T1	rgb(84,149,164)	
Information Storage and Processing	RNA Processing and Modification	RNT1:GS115_004497-T1	rgb(87,146,163)	
Information Storage and Processing	Transcription	ISW2:GS115_004498-T1	rgb(118,178,188)	
Cellular Processes and Signaling	Cell Cycle Control, Cell Division, Chromosome Partitioning	DAM1:GS115_004499-T1	rgb(118,63,105)	
Poorly Characterized	Function Unknown	YDR132C:GS115_004501-T1	rgb(21,49,65)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	RPL6B:GS115_004502-T1	rgb(149,172,175)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	DPH6:GS115_004503-T1	rgb(146,171,182)	
Poorly Characterized	Function Unknown	AOA69781.1:GS115_004504-T1	rgb(15,43,67)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	SEC1:GS115_004505-T1	rgb(97,59,75)	
Metabolism	Carbohydrate Transport and Metabolism	ACF2:GS115_004506-T1	rgb(236,126,25)	
Poorly Characterized	Function Unknown	RXT2:GS115_004507-T1	rgb(18,48,69)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	PBY1:GS115_004508-T1	rgb(133,84,126)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	PBY1:GS115_004509-T1	rgb(132,82,133)	
Metabolism	Nucleotide Transport and Metabolism	CPA1:GS115_004510-T1	rgb(255,199,59)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	RPL3:GS115_004511-T1	rgb(156,174,179)	
Information Storage and Processing	RNA Processing and Modification	DED1:GS115_004512-T1	rgb(91,140,170)	
Information Storage and Processing	RNA Processing and Modification	NAM8:GS115_004513-T1	rgb(88,150,164)	
Metabolism	Energy Production and Conversion	AOA69935.1:GS115_004514-T1	rgb(245,173,46)	
Information Storage and Processing	Transcription	SWR1:GS115_004515-T1	rgb(110,174,191)	
Poorly Characterized	Function Unknown	AOA70028.1:GS115_004516-T1	rgb(19,52,68)	
Information Storage and Processing	RNA Processing and Modification	ISD11:GS115_004517-T1	rgb(90,140,160)	
Poorly Characterized	Function Unknown	AOA69981.1:GS115_004518-T1	rgb(22,45,56)	
Metabolism	Amino Acid Transport and Metabolism	NFS1:GS115_004519-T1	rgb(249,181,36)	
Metabolism	Amino Acid Transport and Metabolism	ARO9:GS115_004520-T1	rgb(241,183,38)	
Cellular Processes and Signaling	Cytoskeleton  Cellular Processes and Signaling	TUB4:GS115_004521-T1	rgb(68,49,73)	
Cellular Processes and Signaling	Cell Wall/Membrane/Envelope Biogenesis	CBR1:GS115_004522-T1	rgb(168,114,162)	
Metabolism	Amino Acid Transport and Metabolism	HOM3:GS115_004523-T1	rgb(244,179,47)	
Cellular Processes and Signaling	Cell Wall/Membrane/Envelope Biogenesis	YDR134C:GS115_004524-T1	rgb(173,110,163)	
Metabolism	Amino Acid Transport and Metabolism	AOA70349.1:GS115_004526-T1	rgb(248,175,42)	
Metabolism	Lipid Transport and Metabolism	PLB3:GS115_004527-T1	rgb(126,43,5)	
Information Storage and Processing	Transcription	RRN11:GS115_004528-T1	rgb(116,172,189)	
Poorly Characterized	Function Unknown	AOA70307.1:GS115_004529-T1	rgb(18,46,59)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	HRD1:GS115_004530-T1	rgb(128,82,121)	
Information Storage and Processing	Chromatin Structure and Dynamics	HTZ1:GS115_004531-T1	rgb(60,88,104)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	HSP60:GS115_004532-T1	rgb(129,76,130)	
Metabolism	Inorganic Ion Transport and Metabolism	NPR2:GS115_004533-T1	rgb(135,54,2)	
Cellular Processes and Signaling	Cytoskeleton  Cellular Processes and Signaling	KIP1:GS115_004534-T1	rgb(65,58,70)	
Poorly Characterized	Function Unknown	AOA70003.1:GS115_004535-T1	rgb(18,54,69)	
Poorly Characterized	Function Unknown	AOA70060.1:GS115_004536-T1	rgb(18,50,64)	
Metabolism	Inorganic Ion Transport and Metabolism	GEF1:GS115_004537-T1	rgb(139,64,12)	
Cellular Processes and Signaling	Nuclear Structure	NUP170:GS115_004538-T1	rgb(166,99,132)	
Poorly Characterized	Function Unknown	XP_002493569.1:GS115_004539-T1	rgb(14,44,66)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	YPT6:GS115_004540-T1	rgb(95,61,82)	
Information Storage and Processing	Transcription	USV1:GS115_004541-T1	rgb(110,172,198)	
Metabolism	Lipid Transport and Metabolism	ATG26:GS115_004542-T1	rgb(121,37,0)	
Poorly Characterized	Function Unknown	AOA69492.1:GS115_004543-T1	rgb(11,51,64)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	LRG1:GS115_004544-T1	rgb(192,137,150)	
Cellular Processes and Signaling	Cell Cycle Control, Cell Division, Chromosome Partitioning	YMR074C:GS115_004545-T1	rgb(127,65,106)	
Information Storage and Processing	Transcription	SFP1:GS115_004546-T1	rgb(116,173,191)	
Poorly Characterized	Function Unknown	AOA70071.1:GS115_004547-T1	rgb(19,51,69)	
Poorly Characterized	Function Unknown	AOA70024.1:GS115_004548-T1	rgb(12,49,58)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	BRE1:GS115_004549-T1	rgb(134,75,127)	
Metabolism	Lipid Transport and Metabolism	DUR1,2:GS115_004550-T1	rgb(120,38,2)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	UBP16:GS115_004551-T1	rgb(127,84,128)	
Metabolism	Energy Production and Conversion	IRC21:GS115_004552-T1	rgb(253,170,52)	
Poorly Characterized	Function Unknown	AOA69823.1:GS115_004553-T1	rgb(14,55,64)	
Metabolism	Lipid Transport and Metabolism	IAH1:GS115_004554-T1	rgb(125,36,9)	
Poorly Characterized	Function Unknown	ECM3:GS115_004555-T1	rgb(12,54,69)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	DUS3:GS115_004556-T1	rgb(157,177,182)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	DUS4:GS115_004557-T1	rgb(153,167,179)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	RPL31B:GS115_004558-T1	rgb(146,177,182)	
Poorly Characterized	Function Unknown	RXT3:GS115_004559-T1	rgb(13,51,65)	
Metabolism	Inorganic Ion Transport and Metabolism	CTR1:GS115_004560-T1	rgb(136,51,4)	
Poorly Characterized	Function Unknown	GVP36:GS115_004561-T1	rgb(10,47,59)	
Poorly Characterized	Function Unknown	AOA70379.1:GS115_004562-T1	rgb(14,50,62)	
Information Storage and Processing	Transcription	RIM8:GS115_004563-T1	rgb(120,174,192)	
Information Storage and Processing	RNA Processing and Modification	NSR1:GS115_004564-T1	rgb(92,141,165)	
Metabolism	Secondary Metabolites Biosynthesis, Transport and Catabolism	YOR1:GS115_004565-T1	rgb(182,97,3)	
Metabolism	Secondary Metabolites Biosynthesis, Transport and Catabolism	YOR1:GS115_004566-T1	rgb(188,89,6)	
Poorly Characterized	Function Unknown	CLG1:GS115_004567-T1	rgb(19,44,69)	
Poorly Characterized	Function Unknown	AOA70259.1:GS115_004568-T1	rgb(22,43,66)	
Metabolism	Energy Production and Conversion	DAL7:GS115_004569-T1	rgb(255,174,55)	
Metabolism	Secondary Metabolites Biosynthesis, Transport and Catabolism	FMO1:GS115_004570-T1	rgb(191,88,13)	
Poorly Characterized	Function Unknown	AOA70006.1:GS115_004571-T1	rgb(11,43,67)	
Information Storage and Processing	RNA Processing and Modification	DCP2:GS115_004572-T1	rgb(94,138,160)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	RIO2:GS115_004573-T1	rgb(193,125,155)	
Cellular Processes and Signaling	Extracellular Structures	AIM7:GS115_004574-T1	rgb(205,143,154)	
Metabolism	Coenzyme Transport and Metabolism	MET7:GS115_004575-T1	rgb(250,165,26)	
Metabolism	Nucleotide Transport and Metabolism	RNR2:GS115_004576-T1	rgb(253,197,65)	
Metabolism	Lipid Transport and Metabolism	ERG2:GS115_004577-T1	rgb(115,44,1)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	CEX1:GS115_004578-T1	rgb(188,136,155)	
Information Storage and Processing	RNA Processing and Modification	DBP2:GS115_004579-T1	rgb(93,148,170)	
Information Storage and Processing	Transcription	RPC19:GS115_004580-T1	rgb(118,174,193)	
Information Storage and Processing	Transcription	AZF1:GS115_004581-T1	rgb(113,173,187)	
Information Storage and Processing	Transcription	ASG1:GS115_004582-T1	rgb(112,172,191)	
Information Storage and Processing	Transcription	TFB3:GS115_004583-T1	rgb(114,171,193)	
Information Storage and Processing	Transcription	FKH1:GS115_004584-T1	rgb(119,173,198)	
Poorly Characterized	Function Unknown	AOA70111.1:GS115_004585-T1	rgb(16,56,66)	
Poorly Characterized	Function Unknown	AOA69463.1:GS115_004586-T1	rgb(15,46,62)	
Poorly Characterized	Function Unknown	AOA70051.1:GS115_004587-T1	rgb(16,43,66)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	RPL16A:GS115_004588-T1	rgb(157,179,174)	
Metabolism	Energy Production and Conversion	PET9:GS115_004589-T1	rgb(251,176,53)	
Poorly Characterized	Function Unknown	AOA70055.1:GS115_004590-T1	rgb(23,50,62)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	RPS7B:GS115_004591-T1	rgb(155,169,172)	
Metabolism	Carbohydrate Transport and Metabolism	RKI1:GS115_004592-T1	rgb(240,125,22)	
Metabolism	Carbohydrate Transport and Metabolism	RKI1:GS115_004593-T1	rgb(232,128,26)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	ARF3:GS115_004594-T1	rgb(106,59,78)	
Cellular Processes and Signaling	Cytoskeleton  Cellular Processes and Signaling	BZZ1:GS115_004595-T1	rgb(78,51,74)	
Poorly Characterized	Function Unknown	ECM3:GS115_004596-T1	rgb(14,52,58)	
Metabolism	Secondary Metabolites Biosynthesis, Transport and Catabolism	APP1:GS115_004597-T1	rgb(182,93,6)	
Poorly Characterized	Function Unknown	TMA46:GS115_004598-T1	rgb(16,49,60)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	PTC5:GS115_004599-T1	rgb(188,125,149)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	VPS21:GS115_004600-T1	rgb(107,62,77)	
Metabolism	Carbohydrate Transport and Metabolism	YNL092W:GS115_004601-T1	rgb(231,128,26)	
Metabolism	Inorganic Ion Transport and Metabolism	YVC1:GS115_004602-T1	rgb(130,55,11)	
Poorly Characterized	Function Unknown	NST1:GS115_004603-T1	rgb(12,49,61)	
Poorly Characterized	Function Unknown	RHO2:GS115_004604-T1	rgb(17,52,60)	
Information Storage and Processing	Replication, Recombination and Repair	MCM2:GS115_004605-T1	rgb(55,97,130)	
Poorly Characterized	Function Unknown	CAF40:GS115_004606-T1	rgb(16,54,66)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	SEC21:GS115_004607-T1	rgb(98,57,72)	
Information Storage and Processing	RNA Processing and Modification	CUS2:GS115_004608-T1	rgb(83,150,169)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	OLA1:GS115_004609-T1	rgb(155,171,178)	
Metabolism	Energy Production and Conversion	SCO1:GS115_004610-T1	rgb(247,165,58)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	NOC2:GS115_004611-T1	rgb(157,169,182)	
Metabolism	Amino Acid Transport and Metabolism	ILV2:GS115_004612-T1	rgb(250,187,44)	
Information Storage and Processing	Replication, Recombination and Repair	PAP2:GS115_004613-T1	rgb(48,103,131)	
Poorly Characterized	Function Unknown	AOA69742.1:GS115_004614-T1	rgb(23,43,67)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	PML1:GS115_004615-T1	rgb(193,137,150)	
Information Storage and Processing	RNA Processing and Modification	HCA4:GS115_004616-T1	rgb(91,140,172)	
Poorly Characterized	Function Unknown	PPE1:GS115_004617-T1	rgb(12,54,61)	
Metabolism	Coenzyme Transport and Metabolism	QNS1:GS115_004618-T1	rgb(246,157,29)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	SVP26:GS115_004619-T1	rgb(184,138,157)	
Poorly Characterized	Function Unknown	AOA69835.1:GS115_004620-T1	rgb(13,53,69)	
Metabolism	Coenzyme Transport and Metabolism	ADE3:GS115_004621-T1	rgb(252,152,37)	
Metabolism	Coenzyme Transport and Metabolism	MIS1:GS115_004622-T1	rgb(243,155,29)	
Information Storage and Processing	Transcription	TFB2:GS115_004623-T1	rgb(108,173,194)	
Information Storage and Processing	Transcription	RET1:GS115_004624-T1	rgb(115,179,190)	
Metabolism	Secondary Metabolites Biosynthesis, Transport and Catabolism	FRE3:GS115_004625-T1	rgb(184,97,10)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	SAP1:GS115_004626-T1	rgb(125,80,133)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	CAJ1:GS115_004627-T1	rgb(126,82,127)	
Information Storage and Processing	Chromatin Structure and Dynamics	TPA1:GS115_004628-T1	rgb(62,90,105)	
Information Storage and Processing	Replication, Recombination and Repair	CSM3:GS115_004630-T1	rgb(44,95,126)	
Poorly Characterized	Function Unknown	AOA70372.1:GS115_004631-T1	rgb(17,50,69)	
Metabolism	Nucleotide Transport and Metabolism	YHR202W:GS115_004632-T1	rgb(253,206,62)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	RPS4A:GS115_004633-T1	rgb(153,173,172)	
Poorly Characterized	Function Unknown	FMP10:GS115_004634-T1	rgb(16,56,56)	
Metabolism	Coenzyme Transport and Metabolism	FAU1:GS115_004635-T1	rgb(246,157,29)	
Metabolism	Amino Acid Transport and Metabolism	BAT1:GS115_004636-T1	rgb(246,188,45)	
Information Storage and Processing	Transcription	PCC1:GS115_004637-T1	rgb(108,170,187)	
Information Storage and Processing	RNA Processing and Modification	MSS116:GS115_004638-T1	rgb(84,146,168)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	SLY1:GS115_004639-T1	rgb(99,64,76)	
Poorly Characterized	Function Unknown	UGA3:GS115_004640-T1	rgb(16,43,63)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	RRF1:GS115_004641-T1	rgb(151,172,174)	
Metabolism	Energy Production and Conversion	MSC7:GS115_004642-T1	rgb(246,169,54)	
Metabolism	Energy Production and Conversion	VMA10:GS115_004643-T1	rgb(250,169,49)	
Poorly Characterized	Function Unknown	BCD1:GS115_004644-T1	rgb(14,53,68)	
Poorly Characterized	Function Unknown	RQC1:GS115_004645-T1	rgb(16,48,61)	
Poorly Characterized	Function Unknown	IPI1:GS115_004646-T1	rgb(17,53,59)	
Poorly Characterized	Function Unknown	BRL1:GS115_004647-T1	rgb(23,43,68)	
Metabolism	Lipid Transport and Metabolism	OLE1:GS115_004648-T1	rgb(118,38,4)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	SAM35:GS115_004649-T1	rgb(106,69,80)	
Information Storage and Processing	Transcription	STE12:GS115_004650-T1	rgb(115,166,192)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	KSP1:GS115_004651-T1	rgb(194,128,157)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	GPI8:GS115_004652-T1	rgb(123,78,120)	
Cellular Processes and Signaling	Intracellular Trafficking, Secretion and Vesicular Transport	CIN4:GS115_004653-T1	rgb(102,63,74)	
Cellular Processes and Signaling	Nuclear Structure	KAP95:GS115_004654-T1	rgb(168,104,128)	
Metabolism	Lipid Transport and Metabolism	CAX4:GS115_004655-T1	rgb(113,42,1)	
Metabolism	Carbohydrate Transport and Metabolism	YLR345W:GS115_004656-T1	rgb(239,131,21)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	RPL26A:GS115_004657-T1	rgb(157,169,176)	
Poorly Characterized	Function Unknown	AOA69904.1:GS115_004658-T1	rgb(17,49,65)	
Cellular Processes and Signaling	Signal Transduction Mechanisms	SGD1:GS115_004659-T1	rgb(192,126,155)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	MSP1:GS115_004660-T1	rgb(126,83,129)	
Poorly Characterized	Function Unknown	GS115_004661-T1:GS115_004661-T1	rgb(20,48,60)	
Poorly Characterized	Function Unknown	GS115_004662-T1:GS115_004662-T1	rgb(22,52,64)	
Information Storage and Processing	Transcription	GAT2:GS115_004663-T1	rgb(119,171,198)	
Metabolism	Energy Production and Conversion	CYB2:GS115_004664-T1	rgb(250,170,57)	
Poorly Characterized	Function Unknown	MTH1:GS115_004665-T1	rgb(11,45,57)	
Poorly Characterized	Function Unknown	FCF2:GS115_004666-T1	rgb(15,53,67)	
Information Storage and Processing	Transcription	RIM101:GS115_004667-T1	rgb(117,176,191)	
Information Storage and Processing	Translation, Ribosomal Structure and Biogenesis	FRS2:GS115_004668-T1	rgb(146,167,174)	
Poorly Characterized	Function Unknown	STB2:GS115_004669-T1	rgb(18,49,62)	
Poorly Characterized	Function Unknown	AOA69956.1:GS115_004670-T1	rgb(20,54,61)	
Information Storage and Processing	RNA Processing and Modification	NOP58:GS115_004671-T1	rgb(85,147,171)	
Information Storage and Processing	Replication, Recombination and Repair	DNA2:GS115_004672-T1	rgb(57,102,135)	
Metabolism	Carbohydrate Transport and Metabolism	MDE1:GS115_004673-T1	rgb(239,128,22)	
Information Storage and Processing	RNA Processing and Modification	LSM1:GS115_004674-T1	rgb(95,144,167)	
Poorly Characterized	Function Unknown	AOA70281.1:GS115_004675-T1	rgb(22,48,68)	
Metabolism	Carbohydrate Transport and Metabolism	TDA10:GS115_004676-T1	rgb(234,135,25)	
Metabolism	Energy Production and Conversion	CIR1:GS115_004677-T1	rgb(249,166,53)	
Poorly Characterized	Function Unknown	GS115_004678-T1:GS115_004678-T1	rgb(20,55,65)	
Cellular Processes and Signaling	Cytoskeleton  Cellular Processes and Signaling	STU2:GS115_004679-T1	rgb(72,51,74)	
Poorly Characterized	Function Unknown	AOA70254.1:GS115_004680-T1	rgb(14,56,56)	
Poorly Characterized	Function Unknown	GS115_004681-T1:GS115_004681-T1	rgb(19,52,65)	
Cellular Processes and Signaling	Post-Translational Modification, Protein Turnover and Chaperones	TRX1:GS115_004683-T1	rgb(130,81,120)	
